Endpoint,HTTP Method,Controller,Action/Method,Domain/Feature,Description,Authentication,Authorization,Criticality,Criticality Reason,Domain Event,Audit Required,Log Required,Important Log Fields,Sensitive Data,Metrics Required,Recommended Metrics,Trace Required,Dependencies,Existing Observability,Observability Gap,Priority,Migration Status,Notes
api/staff/users/:id/roles,GET,StaffUserController,getStaffUserRoles,Staff / Role Management,Gets all roles assigned to a staff user. Read-only.,Yes — JWT Bearer,AccessGuard (controller-level),Low,Role listing for a staff user. Admin UI.,No,No,No,"staff_id, role_count, trace_id",No,No,,No,DB: StaffUserRole join query.,None.,No observability needed.,P3,Not Started,
api/staff/users/:id/two-factor-auth,PUT,StaffUserController,toggleTwoFactorAuth,Staff / Security,Enables or disables 2FA for staff user. Takes ToggleTwoFactorDto with enabled boolean.,Yes — JWT Bearer,AccessGuard (controller-level),High,2FA toggle is security-critical. Disabling 2FA weakens account security.,Yes — staff.two_factor_toggled,Yes,Yes,"staff_id, two_factor_enabled, toggled_by, trace_id",No,Yes,"auth_staff_2fa_toggle_total{action=enable|disable,status=success|failure}",Yes,DB: StaffUser.update(twoFactorEnabled).,None.,No logging. SECURITY: 2FA disable without audit trail.,P0,Not Started,SECURITY: Disabling 2FA without audit log. Should alert security team.
api/staff/users/:id/two-factor-auth/status,GET,StaffUserController,getTwoFactorAuthStatus,Staff / Security,Gets 2FA status for staff user. Read-only.,Yes — JWT Bearer,AccessGuard (controller-level),Low,2FA status check. Read-only.,No,No,No,"staff_id, two_factor_enabled, trace_id",No,No,,No,DB: StaffUser.findByPk().,None.,No observability needed.,P3,Not Started,
api/staff/departments,POST,DepartmentController,create,Org Structure / Departments,Creates new department. Protected by AccessGuard at controller level. Validates CreateDepartmentDto.,Yes — JWT Bearer,AccessGuard (controller-level),Medium,Org structure management. Department creation affects organizational hierarchy.,Yes — org.department_created,Yes,Yes,"department_name, department_code, created_by, trace_id",No,No,,Yes,DB: Department.create().,None.,No logging. No audit trail.,P2,Not Started,Has Swagger decorators.
api/staff/departments,GET,DepartmentController,findAll,Org Structure / Departments,Lists all departments. Optional activeOnly and includeRelations query params.,Yes — JWT Bearer,AccessGuard (controller-level),Low,Department listing. Read-only.,No,No,No,"department_count, trace_id",No,No,,No,DB: Department.findAll() with optional includes.,None.,No observability needed.,P3,Not Started,
api/staff/departments/by-code/:code,GET,DepartmentController,findByCoreBankingCode,Org Structure / Departments,Gets department by core banking code. Returns 404 if not found.,Yes — JWT Bearer,AccessGuard (controller-level),Low,Department lookup by code. Read-only.,No,No,No,"department_code, trace_id",No,No,,No,DB: Department.findOne() by code.,None.,No observability needed.,P3,Not Started,Core banking integration point.
api/staff/departments/:id,GET,DepartmentController,findOne,Org Structure / Departments,Gets department by ID.,Yes — JWT Bearer,AccessGuard (controller-level),Low,Single department read.,No,No,No,"department_id, trace_id",No,No,,No,DB: Department.findByPk().,None.,No observability needed.,P3,Not Started,
api/staff/departments/:id/hierarchy,GET,DepartmentController,getHierarchy,Org Structure / Departments,Gets department organizational hierarchy (organogram). Recursive parent/child tree.,Yes — JWT Bearer,AccessGuard (controller-level),Low,Org chart data. Read-only. Could be slow for deep hierarchies.,No,No,No,"department_id, hierarchy_depth, trace_id",No,Yes,auth_department_hierarchy_query_duration_seconds,No,DB: Recursive department query.,None.,Recursive query could be slow — needs duration tracking.,P3,Not Started,Recursive query. Consider caching for large org structures.
api/staff/departments/:id,PUT,DepartmentController,update,Org Structure / Departments,Updates department. Takes UpdateDepartmentDto. Checks for circular references.,Yes — JWT Bearer,AccessGuard (controller-level),Medium,Department modification. Affects org structure.,Yes — org.department_updated,Yes,Yes,"department_id, updated_fields, updated_by, trace_id",No,No,,Yes,DB: Department.update().,None.,No logging.,P2,Not Started,Checks for circular reference in parent hierarchy.
api/staff/departments/:id,DELETE,DepartmentController,remove,Org Structure / Departments,Soft deletes department (sets isActive=false). Returns 204.,Yes — JWT Bearer,AccessGuard (controller-level),Medium,Department deactivation. Soft delete — reversible.,Yes — org.department_deactivated,Yes,Yes,"department_id, deactivated_by, trace_id",No,No,,Yes,DB: Department.update(isActive=false).,None.,No logging.,P2,Not Started,Soft delete only.
api/staff/units,POST,UnitController,create,Org Structure / Units,Creates new unit within a department. Protected by AccessGuard. Validates CreateUnitDto.,Yes — JWT Bearer,AccessGuard (controller-level),Medium,Org structure management. Unit under department.,Yes — org.unit_created,Yes,Yes,"unit_name, unit_code, department_id, created_by, trace_id",No,No,,Yes,DB: Unit.create().,None.,No logging.,P2,Not Started,Has Swagger decorators.
api/staff/units,GET,UnitController,findAll,Org Structure / Units,"Lists all units. Optional departmentId, activeOnly, includeRelations query params.",Yes — JWT Bearer,AccessGuard (controller-level),Low,Unit listing. Read-only.,No,No,No,"unit_count, department_filter, trace_id",No,No,,No,DB: Unit.findAll() with filters.,None.,No observability needed.,P3,Not Started,
api/staff/units/by-code/:code,GET,UnitController,findByCoreBankingCode,Org Structure / Units,Gets unit by core banking code.,Yes — JWT Bearer,AccessGuard (controller-level),Low,Unit lookup by code. Read-only.,No,No,No,"unit_code, trace_id",No,No,,No,DB: Unit.findOne() by code.,None.,No observability needed.,P3,Not Started,Core banking integration point.
api/staff/units/:id,GET,UnitController,findOne,Org Structure / Units,Gets unit by ID. Optional includeRelations.,Yes — JWT Bearer,AccessGuard (controller-level),Low,Single unit read.,No,No,No,"unit_id, trace_id",No,No,,No,DB: Unit.findByPk().,None.,No observability needed.,P3,Not Started,
api/staff/units/:id/hierarchy,GET,UnitController,getHierarchy,Org Structure / Units,Gets unit organizational hierarchy. Recursive parent/child tree.,Yes — JWT Bearer,AccessGuard (controller-level),Low,Org chart data. Read-only.,No,No,No,"unit_id, hierarchy_depth, trace_id",No,Yes,auth_unit_hierarchy_query_duration_seconds,No,DB: Recursive unit query.,None.,Recursive query could be slow.,P3,Not Started,
api/staff/units/:id,PUT,UnitController,update,Org Structure / Units,Updates unit. Takes UpdateUnitDto. Checks for circular references.,Yes — JWT Bearer,AccessGuard (controller-level),Medium,Unit modification. Affects org structure.,Yes — org.unit_updated,Yes,Yes,"unit_id, updated_fields, updated_by, trace_id",No,No,,Yes,DB: Unit.update().,None.,No logging.,P2,Not Started,
api/staff/units/:id,DELETE,UnitController,remove,Org Structure / Units,Soft deletes unit (sets isActive=false). Returns 204.,Yes — JWT Bearer,AccessGuard (controller-level),Medium,Unit deactivation. Soft delete.,Yes — org.unit_deactivated,Yes,Yes,"unit_id, deactivated_by, trace_id",No,No,,Yes,DB: Unit.update(isActive=false).,None.,No logging.,P2,Not Started,Soft delete only.
api/staff/units/:id/hard,DELETE,UnitController,hardDelete,Org Structure / Units,Permanently deletes unit from DB. IRREVERSIBLE. Returns 204.,Yes — JWT Bearer,AccessGuard (controller-level),High,Permanent data deletion. IRREVERSIBLE.,Yes — org.unit_hard_deleted,Yes,Yes,"unit_id, deleted_by, deletion_type=hard, trace_id",No,Yes,auth_unit_hard_delete_total{status=success|failure},Yes,DB: Unit.destroy().,None.,No logging. Permanent deletion with no audit.,P1,Not Started,IRREVERSIBLE deletion without audit trail.
