Endpoint,HTTP Method,Controller,Action/Method,Domain/Feature,Description,Authentication,Authorization,Criticality,Criticality Reason,Domain Event,Audit Required,Log Required,Important Log Fields,Sensitive Data,Metrics Required,Recommended Metrics,Trace Required,Dependencies,Existing Observability,Observability Gap,Priority,Migration Status,Notes
api/tenders/:tenderId/publish,POST,TendersController,publishTender,E-Procurement / Tenders,Publishes tender. SELECT FOR UPDATE. Validates READY/PUBLISH_SCHEDULED. Validates submissionDeadline not expired. Creates TenderPublication per publishable lot. Transitions lots to PUBLISHED. Transitions tender to PUBLISHED. Sends publication email notifications for RESTRICTED_LIST channels.,Yes — AccessGuard (class-level),JWT + RBAC + assignee access,Critical,Tender publication makes lots visible to suppliers. SELECT FOR UPDATE for concurrency. Notification sent to restricted list suppliers. Failure means suppliers don't see the tender.,TENDER_PUBLISHED,Yes,Yes,"tender_id, lots_published, publication_ids[], notification_sent, trace_id",Supplier emails in RESTRICTED_LIST notifications.,Yes,"eproc_tender_published_total, eproc_tender_publication_duration_seconds",Yes,"DB: Tender.Tenders (SELECT FOR UPDATE, update), Tender.TenderLots (read, update bulk), Tender.TenderPublications (create bulk). HTTP: Notification Service (publication emails), Access Management Service (guard).",None.,No observability. Critical publication action completely untracked.,P0,Not Started,SELECT FOR UPDATE. Supplier notifications.
api/tenders/:id,PATCH,TendersController,updateTender,E-Procurement / Tenders,Updates tender fields. Handles assignee change with notification. Schedule-from-READY logic (publicationDate -> PUBLISH_SCHEDULED). assertTenderAssigneeAccess.,Yes — AccessGuard (class-level),JWT + RBAC + assignee access,High,Tender edit with scheduling logic. Assignee change triggers notification. READY -> PUBLISH_SCHEDULED transition.,No — update,No,Yes,"tender_id, updated_fields, assignee_changed, publication_scheduled, trace_id",None.,No,,Yes,"DB: Tender.Tenders (read, update), Tender.TenderLots (update if schedule). HTTP: Auth Service (getStaffUserById, conditional), Notification Service (assignee change, conditional), Access Management Service (guard).",None.,No observability.,P2,Not Started,
api/tenders/:tenderId/lots,POST,TendersController,createTenderLot,E-Procurement / Tenders,Creates tender lots. SELECT FOR UPDATE on Tender and Requisition. Validates amounts within requisition remaining. Generates referenceNo (TDRLT format). Synchronizes requisition totals. Multiple SELECT FOR UPDATE locks.,Yes — AccessGuard (class-level),JWT + RBAC + assignee access,High,Lot creation with multi-lock concurrency control. Amount validation against requisition budgets. Reference number generation.,No — lot creation,No,Yes,"tender_id, lot_count, reference_numbers[], trace_id",Estimated amounts.,Yes,eproc_tender_lot_created_total,Yes,"DB: Tender.Tenders (SELECT FOR UPDATE), Tender.Requisitions (SELECT FOR UPDATE), Tender.TenderLots (SELECT FOR UPDATE for maxLot, bulkCreate), Tender.RequisitionLines (read). HTTP: Access Management Service (guard).",None.,No observability. Multi-lock contention not tracked.,P1,Not Started,"Triple SELECT FOR UPDATE (Tender, Requisition, TenderLot)."
api/tenders/:tenderId/lots/:id,PATCH,TendersController,updateTenderLot,E-Procurement / Tenders,Updates tender lot. Handles siteVisitDate changes for PUBLISHED lots with notification. Amount validation against requisition remaining. PDF generation and file upload. Conditional SELECT FOR UPDATE on Requisition.,Yes — AccessGuard (class-level),JWT + RBAC + assignee access,High,Lot edit with site visit notification for published lots. Amount validation. File upload.,No — update,No,Yes,"tender_id, lot_id, updated_fields, site_visit_changed, trace_id",Estimated amounts.,No,,Yes,"DB: Tender.Tenders (read), Tender.TenderLots (read, update), Tender.TenderLotDocuments (create if files), Tender.RequisitionLines (read if linked), Tender.Requisitions (SELECT FOR UPDATE if direct). HTTP: Notification Service (site visit change, conditional), File Management Service (if files), Access Management Service (guard).",None.,No observability.,P2,Not Started,
api/tenders/:tenderId/lots/:id/submit,POST,TendersController,submitTenderLot,E-Procurement / Tenders,"Submits tender lot. SELECT FOR UPDATE. Validates DRAFT/NEEDS_INFO. Starts workflow (PROCUREMENT, TENDER_LOT). Transitions to UNDER_REVIEW.",Yes — AccessGuard (class-level),JWT + RBAC + assignee access,Critical,Tender lot submission triggers approval workflow. SELECT FOR UPDATE prevents concurrent submissions. Workflow failure leaves lot in limbo.,TENDER_LOT_SUBMITTED,Yes,Yes,"tender_id, lot_id, workflow_instance_id, trace_id",None.,Yes,"eproc_tender_lot_submitted_total, eproc_workflow_start_duration_seconds{entity_type=TENDER_LOT}",Yes,"DB: Tender.TenderLots (SELECT FOR UPDATE, update), Tender.Tenders (read, update). HTTP: Workflow Service (schema + start), Access Management Service (guard).",None.,No observability. Critical state transition untracked.,P0,Not Started,SELECT FOR UPDATE on TenderLot.
api/tenders/:tenderId/lots/:id/resume,POST,TendersController,resumeTenderLot,E-Procurement / Tenders,Resumes workflow for NEEDS_INFO tender lot.,Yes — AccessGuard (class-level),JWT + RBAC + assignee access,High,Workflow resume for stalled lot.,No — workflow resume,No,Yes,"tender_id, lot_id, trace_id",None.,Yes,eproc_workflow_resume_duration_seconds{entity_type=TENDER_LOT},Yes,"DB: Tender.TenderLots (read, update). HTTP: Workflow Service (resume), Access Management Service (guard).",None.,No observability.,P1,Not Started,
api/tenders/:tenderId/lots/:id,DELETE,TendersController,deleteTenderLot,E-Procurement / Tenders,Deletes tender lot. SELECT FOR UPDATE. Validates editable status. Synchronizes requisition totals.,Yes — AccessGuard (class-level),JWT + RBAC + assignee access,Medium,Destructive with SELECT FOR UPDATE and total sync.,No — delete,Yes,Yes,"tender_id, lot_id, trace_id",None.,No,,Yes,"DB: Tender.TenderLots (SELECT FOR UPDATE, delete), Tender.Requisitions (update totals). HTTP: Access Management Service (guard).",None.,No observability. Destructive operation with no audit.,P2,Not Started,SELECT FOR UPDATE. Destructive.
api/internal/tenders/:tenderId/publish,POST,InternalTendersController,publishTender,E-Procurement / Tenders (Internal),Scheduled/automated tender publication. Same logic as admin publish. Used by cron jobs for PUBLISH_SCHEDULED tenders. Sends publication email and failed publication notification on error.,Yes — InternalApiKeyGuard,API Key (internal system job),Critical,Automated tender publication for scheduled tenders. Failure means scheduled publications don't go live. Error handling sends failure notifications.,TENDER_PUBLISHED,Yes,Yes,"tender_id, lots_published, scheduled, trace_id",Supplier emails in RESTRICTED_LIST notifications.,Yes,"eproc_scheduled_publication_total{status=success|failure}, eproc_scheduled_publication_duration_seconds",Yes,"DB: Same as admin publish. HTTP: Notification Service (publication + failure emails), Access Management Service (guard).",None.,No observability. Scheduled job with no success/failure tracking.,P0,Not Started,InternalApiKeyGuard. Scheduled/cron job.
api/public/tenders/lots/list,POST,TendersPublicController,getPublishedTenderLots,E-Procurement / Tenders (Public),Paginated published tender lots visible to suppliers. Uses publication channel-based visibility filtering. Conditionally hides estimatedAmount based on methodCode.,Yes — PublicAccessGuard (optional auth),Optional user context for visibility,High,Public-facing supplier portal. Channel-based visibility (OPEN vs RESTRICTED_LIST). Amount hidden for some methods. High traffic endpoint.,No — read-only,No,Yes,"page, limit, filters, result_count, trace_id",estimatedAmount conditionally hidden.,Yes,"eproc_public_tender_lots_viewed_total, eproc_public_tender_lots_latency_seconds",Yes,"DB: Tender.TenderLots, Tender.Tenders (join). HTTP: None (PublicAccessGuard handles optional auth).",None.,No observability. Public-facing with no latency tracking.,P1,Not Started,Public-facing. PublicAccessGuard (optional auth).
api/public/tenders/lots/:id,GET,TendersPublicController,getPublishedTenderLotById,E-Procurement / Tenders (Public),Single published tender lot with documents. Visibility check via assertPublicTenderLotVisible.,Yes — PublicAccessGuard (optional auth),Visibility check via publication rules,High,Public lot detail. Visibility enforcement.,No — read-only,No,Yes,"lot_id, trace_id",estimatedAmount conditionally hidden.,No,,Yes,"DB: Tender.TenderLots, Tender.TenderLotDocuments, Tender.Tenders. HTTP: None.",None.,No observability.,P2,Not Started,Public-facing.
api/public/tenders/:id,GET,TendersPublicController,getPublishedTenderById,E-Procurement / Tenders (Public),Published tender details. Visibility check via isTenderVisibleToUser.,Yes — PublicAccessGuard (optional auth),Visibility check,Medium,Public tender detail.,No — read-only,No,Yes,"tender_id, trace_id",estimatedAmount conditionally hidden.,No,,Yes,"DB: Tender.Tenders, Tender.TenderLots, Tender.TenderPublications. HTTP: None.",None.,No observability.,P2,Not Started,Public-facing.
api/public/tenders/publications/list,POST,TendersPublicController,getPublishedTenderLotPublications,E-Procurement / Tenders (Public),Paginated published publications visible to suppliers. Channel-based visibility filtering.,Yes — PublicAccessGuard (optional auth),Publication visibility filtering,Medium,Public publications listing.,No — read-only,No,Yes,"page, limit, result_count, trace_id",None.,No,,Yes,"DB: Tender.TenderPublications, Tender.TenderLots (join), Tender.Tenders (join). HTTP: None.",None.,No observability.,P2,Not Started,Public-facing.
api/tenders/:tenderId/lots/:lotId/clarifications,POST,ClarificationsController,submitClarification,E-Procurement / Clarifications,"Submits supplier clarification question for a tender lot. Resolves supplier via resolveSupplierBusinessId from JWT. Validates lot is PUBLISHED and submission deadline not expired. Starts workflow (PROCUREMENT, TENDER_LOT_CLARIFICATION). Sends notification.",Yes — AccessGuard (class-level),JWT + RBAC,High,Supplier question submission triggers clarification workflow. Validates publication status and deadline. Supplier identity resolution.,TENDER_LOT_CLARIFICATION_SUBMITTED,No,Yes,"tender_id, lot_id, supplier_business_id, workflow_instance_id, trace_id","Supplier email, supplier name.",Yes,"eproc_clarification_submitted_total, eproc_workflow_start_duration_seconds{entity_type=CLARIFICATION}",Yes,"DB: Tender.TenderLotClarifications (create), Tender.TenderLots (read), Tender.TenderPublications (read). HTTP: Workflow Service (schema + start), Notification Service (clarification submitted), Access Management Service (guard).",None.,No observability.,P1,Not Started,
api/tenders/:tenderId/lots/:lotId/clarifications/list,POST,ClarificationsController,getClarifications,E-Procurement / Clarifications,Paginated clarifications for admin view.,Yes — AccessGuard (class-level),JWT + RBAC,Low,Admin clarification listing.,No — read-only,No,Yes,"tender_id, lot_id, result_count, trace_id",None.,No,,No,DB: Tender.TenderLotClarifications (findAndCountAll). HTTP: Access Management Service (guard).,None.,No observability.,P3,Not Started,
api/tenders/:tenderId/lots/:lotId/clarifications/:clarificationId,GET,ClarificationsController,getClarificationById,E-Procurement / Clarifications,Single clarification detail for admin.,Yes — AccessGuard (class-level),JWT + RBAC,Low,Clarification detail. Read-only.,No — read-only,No,Yes,"tender_id, lot_id, clarification_id, trace_id",None.,No,,No,DB: Tender.TenderLotClarifications (findOne). HTTP: Access Management Service (guard).,None.,No observability.,P3,Not Started,
api/public/tenders/:tenderId/lots/:lotId/clarifications/list,POST,ClarificationsPublicController,getClarifications,E-Procurement / Clarifications (Public),Paginated clarifications visible on public tender lot. Only RESPONDED clarifications shown. Visibility via assertPublicTenderLotVisible.,Yes — PublicAccessGuard (optional auth),Lot visibility check,Medium,Public clarification listing. Only responded items shown.,No — read-only,No,Yes,"tender_id, lot_id, result_count, trace_id",None.,No,,Yes,"DB: Tender.TenderLotClarifications, Tender.TenderLots, Tender.Tenders. HTTP: None.",None.,No observability.,P2,Not Started,Public-facing. Only RESPONDED shown.
api/public/tenders/:tenderId/lots/:lotId/clarifications/:clarificationId,GET,ClarificationsPublicController,getClarificationById,E-Procurement / Clarifications (Public),Single clarification for public view. Only if RESPONDED. Visibility via assertPublicTenderLotVisible.,Yes — PublicAccessGuard (optional auth),Lot visibility check,Low,Public clarification detail.,No — read-only,No,Yes,"clarification_id, trace_id",None.,No,,No,"DB: Tender.TenderLotClarifications, Tender.TenderLots, Tender.Tenders. HTTP: None.",None.,No observability.,P3,Not Started,Public-facing.
api/tenders/:tenderId/evaluations,POST,EvaluationController,createEvaluationSessions,E-Procurement / Evaluation,Creates evaluation sessions for all eligible lots of an OPENED tender. Finds lots with active bids. Marks no-bid lots as NO_BIDS. Creates DRAFT TenderLotEvaluation sessions. Transitions tender/lots to EVALUATION_IN_PROGRESS. Updates bid statuses.,Yes — AccessGuard (class-level),JWT + RBAC,Critical,"Evaluation session creation is a key milestone in the tender lifecycle. Processes all lots in one operation. Bulk status transitions for tender, lots, and bids. No-bid handling determines lot outcomes.",No — but should emit domain event,Yes,Yes,"tender_id, lots_with_bids, lots_no_bids, sessions_created, trace_id",None.,Yes,"eproc_evaluation_sessions_created_total, eproc_no_bid_lots_total",Yes,"DB: Tender.Tenders (read, update), Tender.TenderLots (read, update), Tender.TenderLotEvaluations (create), Tender.Bids (read count, update status). HTTP: Access Management Service (guard).",None.,No observability. Critical lifecycle milestone untracked.,P0,Not Started,"Bulk status transitions for tender, lots, and bids."
api/tenders/:tenderId/lots/:lotId/evaluation,POST,EvaluationController,getTenderLotEvaluation,E-Procurement / Evaluation,Returns evaluation session for a tender lot with criteria and scores.,Yes — AccessGuard (class-level),JWT + RBAC,Medium,Evaluation detail view. Read-only.,No — read-only,No,Yes,"tender_id, lot_id, trace_id",None.,No,,Yes,"DB: Tender.TenderLotEvaluations, Tender.TenderLotEvalCriteria, Tender.BidScores. HTTP: Access Management Service (guard).",None.,No observability.,P3,Not Started,
api/tenders/:tenderId/evaluations/:evaluationId/criteria/list,POST,EvaluationController,getEvaluationCriteria,E-Procurement / Evaluation,Paginated criteria for evaluation session.,Yes — AccessGuard (class-level),JWT + RBAC,Low,Criteria listing. Read-only.,No — read-only,No,Yes,"evaluation_id, result_count, trace_id",None.,No,,No,"DB: Tender.TenderLotEvalCriteria, Tender.TenderLotEvaluations. HTTP: Access Management Service (guard).",None.,No observability.,P3,Not Started,
api/tenders/:tenderId/evaluations/:evaluationId/scores/list,POST,EvaluationController,getEvaluationScores,E-Procurement / Evaluation,Paginated bid scores for evaluation session.,Yes — AccessGuard (class-level),JWT + RBAC,Medium,Score listing. Read-only.,No — read-only,No,Yes,"evaluation_id, result_count, trace_id",Bid scores.,No,,Yes,"DB: Tender.BidScores, Tender.TenderLotEvalCriteria (join), Tender.Bids (join). HTTP: Access Management Service (guard).",None.,No observability.,P3,Not Started,
api/tenders/:tenderId/lots/:lotId/award,POST,EvaluationController,getTenderLotAward,E-Procurement / Evaluation,Returns latest award for a tender lot.,Yes — AccessGuard (class-level),JWT + RBAC,Medium,Award detail view. Read-only.,No — read-only,No,Yes,"tender_id, lot_id, trace_id",Winning bid identifier.,No,,Yes,DB: Tender.TenderLotAwards (find latest). HTTP: Access Management Service (guard).,None.,No observability.,P3,Not Started,
api/tenders/:tenderId/lots/:lotId/award/history/list,POST,EvaluationController,getTenderLotAwardHistory,E-Procurement / Evaluation,Paginated award history for a tender lot.,Yes — AccessGuard (class-level),JWT + RBAC,Low,Award history listing. Read-only.,No — read-only,No,Yes,"tender_id, lot_id, result_count, trace_id",None.,No,,No,DB: Tender.TenderLotAwards (findAndCountAll). HTTP: Access Management Service (guard).,None.,No observability.,P3,Not Started,
api/tenders/bids/:bidId/scores/list,POST,EvaluationController,getBidScoresByCriteria,E-Procurement / Evaluation,Paginated scores for a specific bid grouped by criteria.,Yes — AccessGuard (class-level),JWT + RBAC,Medium,Bid score breakdown. Read-only.,No — read-only,No,Yes,"bid_id, result_count, trace_id",Bid scores.,No,,Yes,"DB: Tender.BidScores, Tender.TenderLotEvalCriteria (join). HTTP: Access Management Service (guard).",None.,No observability.,P3,Not Started,
api/tenders/:tenderId/evaluations/:evaluationId/criteria,POST,EvaluationController,defineEvaluationCriteria,E-Procurement / Evaluation,Defines criteria for DRAFT evaluation session. Validates unique codes. Bulk creates criteria.,Yes — AccessGuard (class-level),JWT + RBAC,High,Criteria definition drives the entire evaluation process. Unique code validation. Bulk creation.,No — criteria definition,No,Yes,"evaluation_id, criteria_count, criteria_codes[], trace_id",None.,No,,Yes,"DB: Tender.TenderLotEvaluations (read), Tender.TenderLotEvalCriteria (bulkCreate). HTTP: Access Management Service (guard).",None.,No observability.,P2,Not Started,
api/tenders/:tenderId/evaluations/:evaluationId/criteria/:criterionId,PATCH,EvaluationController,updateEvaluationCriterion,E-Procurement / Evaluation,Updates evaluation criterion. Validates DRAFT status.,Yes — AccessGuard (class-level),JWT + RBAC,Medium,Criterion edit. DRAFT-only.,No — update,No,Yes,"evaluation_id, criterion_id, trace_id",None.,No,,Yes,"DB: Tender.TenderLotEvaluations (read), Tender.TenderLotEvalCriteria (read, update). HTTP: Access Management Service (guard).",None.,No observability.,P3,Not Started,
api/tenders/:tenderId/evaluations/:evaluationId/criteria/:criterionId,DELETE,EvaluationController,deleteEvaluationCriterion,E-Procurement / Evaluation,Deletes evaluation criterion. DRAFT-only.,Yes — AccessGuard (class-level),JWT + RBAC,Low,Criterion deletion. DRAFT-only.,No — delete,No,Yes,"evaluation_id, criterion_id, trace_id",None.,No,,No,"DB: Tender.TenderLotEvaluations (read), Tender.TenderLotEvalCriteria (read, delete). HTTP: Access Management Service (guard).",None.,No observability.,P3,Not Started,
api/tenders/:tenderId/evaluations/:evaluationId/submit,POST,EvaluationController,submitEvaluationSession,E-Procurement / Evaluation,Transitions DRAFT evaluation to IN_PROGRESS. Requires at least one criterion defined.,Yes — AccessGuard (class-level),JWT + RBAC,High,Evaluation session activation. State transition from DRAFT to IN_PROGRESS. Must have criteria defined.,No — status change,Yes,Yes,"evaluation_id, criteria_count, trace_id",None.,Yes,eproc_evaluation_submitted_total,Yes,"DB: Tender.TenderLotEvaluations (read, update), Tender.TenderLotEvalCriteria (count). HTTP: Access Management Service (guard).",None.,No observability.,P1,Not Started,
api/tenders/:tenderId/evaluations/:evaluationId/scores,POST,EvaluationController,submitBidScore,E-Procurement / Evaluation,"Submits score for a bid on a single criterion. Validates evaluation IN_PROGRESS, bid eligible, criterion belongs to evaluation, score <= maxScore. Calculates weightedScore = (score / maxScore) * weight.",Yes — AccessGuard (class-level),JWT + RBAC,High,Bid scoring is the core evaluation action. WeightedScore calculation must be accurate. Validation chain ensures data integrity.,No — scoring,Yes,Yes,"evaluation_id, bid_id, criterion_id, score, weighted_score, trace_id",Bid scores (evaluation-sensitive data).,Yes,"eproc_bid_score_submitted_total, eproc_bid_score_calculation_accuracy",Yes,"DB: Tender.TenderLotEvaluations (read), Tender.TenderLotEvalCriteria (read), Tender.Bids (read), Tender.BidScores (create). HTTP: Access Management Service (guard).",None.,No observability. Score calculation not audited.,P0,Not Started,WeightedScore calculation. Evaluation-sensitive.
api/tenders/:tenderId/evaluations/:evaluationId/scores/:scoreId,PATCH,EvaluationController,updateBidScore,E-Procurement / Evaluation,Updates existing bid score. Recalculates weightedScore. IN_PROGRESS only.,Yes — AccessGuard (class-level),JWT + RBAC,High,Score modification. WeightedScore recalculation. Must be IN_PROGRESS.,No — score update,Yes,Yes,"evaluation_id, score_id, old_score, new_score, weighted_score, trace_id",Bid scores.,Yes,eproc_bid_score_updated_total,Yes,"DB: Tender.TenderLotEvaluations (read), Tender.BidScores (read, update), Tender.TenderLotEvalCriteria (read). HTTP: Access Management Service (guard).",None.,No observability. Score changes not audited.,P1,Not Started,Score modification should have audit trail.
api/tenders/:tenderId/evaluations/:evaluationId/complete,POST,EvaluationController,completeEvaluationSession,E-Procurement / Evaluation,Completes evaluation after all required scores submitted. Validates every eligible bid has score for every criterion. Transitions to COMPLETED.,Yes — AccessGuard (class-level),JWT + RBAC,Critical,Evaluation completion is irreversible. Validates completeness of all bid/criterion score pairs. Gates award recommendation.,No — but should emit domain event,Yes,Yes,"evaluation_id, bids_evaluated, criteria_count, scores_count, trace_id",None.,Yes,"eproc_evaluation_completed_total, eproc_evaluation_duration_seconds",Yes,"DB: Tender.TenderLotEvaluations (read, update), Tender.TenderLotEvalCriteria (read), Tender.Bids (read), Tender.BidScores (read). HTTP: Access Management Service (guard).",None.,No observability. Evaluation completion untracked.,P0,Not Started,Evaluation completeness validation.
api/tenders/:tenderId/evaluations/:evaluationId/award,POST,EvaluationController,recommendAward,E-Procurement / Evaluation,Creates award recommendation for COMPLETED evaluation. Starts AWARD workflow. Transitions evaluation to UNDER_REVIEW.,Yes — AccessGuard (class-level),JWT + RBAC,Critical,Award recommendation triggers the contract award approval workflow. Identifies winning bidder. Multi-million dollar procurement decisions.,No — but should emit domain event,Yes,Yes,"evaluation_id, winning_bid_id, award_id, workflow_instance_id, trace_id",Winning bid identifier (supplier identity).,Yes,"eproc_award_recommended_total, eproc_workflow_start_duration_seconds{entity_type=AWARD}",Yes,"DB: Tender.TenderLotEvaluations (read, update), Tender.TenderLotAwards (create), Tender.TenderLots (read), Tender.Tenders (read). HTTP: Workflow Service (schema + start), Access Management Service (guard).",None.,No observability. Award recommendation completely untracked.,P0,Not Started,Starts AWARD workflow. Identifies winning supplier.
api/tenders/:tenderId/evaluations/:evaluationId/award/:awardId/resume,POST,EvaluationController,resumeAward,E-Procurement / Evaluation,Resumes AWARD workflow for NEEDS_INFO awards. Transitions to UNDER_REVIEW.,Yes — AccessGuard (class-level),JWT + RBAC,High,Award workflow resume.,No — workflow resume,No,Yes,"award_id, trace_id",None.,Yes,eproc_workflow_resume_duration_seconds{entity_type=AWARD},Yes,"DB: Tender.TenderLotAwards (read, update). HTTP: Workflow Service (resume), Access Management Service (guard).",None.,No observability.,P1,Not Started,
api/bids,POST,BidController,submitBid,E-Procurement / Bids,"Creates new bid with file upload for a tender lot. Validates supplier via getBusinessRepresentative + assertBiddingNotRestricted. Validates lot PUBLISHED, deadline not expired, business doc not expired. Checks duplicate bids. Generates PDFs. Uploads files. Creates Bid + BidDocument records.",Yes — AccessGuard (class-level),JWT + RBAC,Critical,"Bid submission is the core supplier action in procurement. Multiple validation checks (supplier eligibility, lot status, deadline, document expiration, duplicate check). File upload with PDF generation. Financial data (bid amount, currency).",No — but should emit domain event,Yes,Yes,"bid_id, tender_lot_id, supplier_business_id, bid_amount, currency, document_count, trace_id","Supplier businessId, bid amount, currency.",Yes,"eproc_bid_submitted_total, eproc_bid_submission_duration_seconds, eproc_bid_validation_failures_total{reason}",Yes,"DB: Tender.TenderLots (read with Tender), Tender.Bids (read check, create), Tender.BidDocuments (create). HTTP: Auth Service (getBusinessRepresentative), File Management Service, Access Management Service (guard).",None.,No observability. Critical supplier action completely untracked.,P0,Not Started,Supplier-facing. Method name misleading (submitBid calls createBid).
api/bids/lots/:tenderLotId/opening-report,GET,BidController,getTenderLotBidOpeningReport,E-Procurement / Bids,Retrieves latest bid opening report for a tender lot.,Yes — AccessGuard (class-level),JWT + RBAC,Medium,Bid opening report. Read-only.,No — read-only,No,Yes,"tender_lot_id, trace_id","Report contains supplier names, TINs, bid amounts.",No,,Yes,"DB: Tender.TenderLots, Tender.BidOpeningReports. HTTP: Access Management Service (guard).",None.,No observability.,P2,Not Started,Report contains sensitive supplier data.
api/bids/:id,GET,BidController,getBid,E-Procurement / Bids,Single bid with documents and revisions.,Yes — AccessGuard (class-level),JWT + RBAC,Medium,Bid detail view. Read-only.,No — read-only,No,Yes,"bid_id, trace_id","Bid amount, supplier identity.",No,,Yes,"DB: Tender.Bids, Tender.BidDocuments, Tender.BidRevisions. HTTP: Access Management Service (guard).",None.,No observability.,P3,Not Started,
api/bids/list,POST,BidController,getAllBids,E-Procurement / Bids,Paginated all bids with filters.,Yes — AccessGuard (class-level),JWT + RBAC,Medium,Admin bid listing.,No — read-only,No,Yes,"page, limit, filters, result_count, trace_id","Bid amounts, supplier identities.",No,,Yes,DB: Tender.Bids (findAndCountAll). HTTP: Access Management Service (guard).,None.,No observability.,P2,Not Started,
api/bids/department,POST,BidController,getDepartmentBids,E-Procurement / Bids,Bids filtered by user's department. Joins through TenderLot->Tender for department filtering.,Yes — AccessGuard (class-level),JWT + RBAC + department filtering,Medium,Department-scoped bid listing.,No — read-only,No,Yes,"department_codes, result_count, trace_id","Bid amounts, supplier identities.",No,,Yes,"DB: Tender.Bids, Tender.TenderLots (join), Tender.Tenders (join). HTTP: Auth Service (getUserDepartments), Access Management Service (guard).",None.,No observability.,P2,Not Started,
api/bids/lots/:tenderLotId/list,POST,BidController,getTenderLotBids,E-Procurement / Bids,Paginated bids for a specific tender lot.,Yes — AccessGuard (class-level),JWT + RBAC,Medium,Lot-specific bid listing.,No — read-only,No,Yes,"tender_lot_id, result_count, trace_id","Bid amounts, supplier identities.",No,,Yes,DB: Tender.Bids (findAndCountAll by tenderLotId). HTTP: Access Management Service (guard).,None.,No observability.,P2,Not Started,
api/bids/:bidId/revisions,POST,BidController,createBidRevision,E-Procurement / Bids,Creates bid revision with optional amount update and files. Generates SHA-256 checksum of content. Persists files via File Management Service.,Yes — AccessGuard (class-level),JWT + RBAC,High,Bid revision with integrity verification (SHA-256). Amount changes affect evaluation outcomes. File upload.,No — bid revision,Yes,Yes,"bid_id, revision_number, amount_changed, sha256_checksum, trace_id","Bid amount, SHA-256 checksum.",Yes,eproc_bid_revision_total,Yes,"DB: Tender.Bids (read, update), Tender.BidRevisions (create), Tender.BidDocuments (create if files). HTTP: File Management Service (if files), Access Management Service (guard).",None.,No observability.,P1,Not Started,SHA-256 checksum for integrity.
api/bids/:bidId/submit,POST,BidController,submitBidById,E-Procurement / Bids,Submits bid. Creates final SUBMITTED BidRevision with SHA-256 checksum. Transitions to SUBMITTED.,Yes — AccessGuard (class-level),JWT + RBAC,Critical,Final bid submission with integrity checksum. Irreversible state transition to SUBMITTED. Creates final revision record.,No — but should emit domain event,Yes,Yes,"bid_id, sha256_checksum, trace_id",SHA-256 checksum of final submission.,Yes,eproc_bid_final_submitted_total,Yes,"DB: Tender.Bids (read, update), Tender.BidRevisions (create). HTTP: Access Management Service (guard).",None.,No observability. Final submission untracked.,P0,Not Started,SHA-256 integrity verification.
api/bids/:bidId/withdraw,POST,BidController,withdrawBidById,E-Procurement / Bids,Withdraws submitted bid. Transitions to WITHDRAWN.,Yes — AccessGuard (class-level),JWT + RBAC,High,Bid withdrawal is an irreversible supplier action. Affects competition dynamics.,No — but should emit domain event,Yes,Yes,"bid_id, trace_id",None.,Yes,eproc_bid_withdrawn_total,Yes,"DB: Tender.Bids (read, update). HTTP: Access Management Service (guard).",None.,No observability. Bid withdrawal not tracked.,P1,Not Started,Irreversible.
api/bids/:bidId/revisions/list,POST,BidController,getBidRevisions,E-Procurement / Bids,Paginated revisions for a bid.,Yes — AccessGuard (class-level),JWT + RBAC,Low,Revision history listing.,No — read-only,No,Yes,"bid_id, result_count, trace_id","Revision content, checksums.",No,,No,DB: Tender.BidRevisions (findAndCountAll). HTTP: Access Management Service (guard).,None.,No observability.,P3,Not Started,
api/bids/supplier/list,POST,BidController,getSupplierAllBids,E-Procurement / Bids,Paginated bids for authenticated supplier. Resolves supplierBusinessId from JWT.,Yes — AccessGuard (class-level),JWT + RBAC + supplier business ID,Medium,Supplier self-service bid listing.,No — read-only,No,Yes,"supplier_business_id, result_count, trace_id",Supplier-scoped data.,No,,Yes,DB: Tender.Bids (findAndCountAll by supplier). HTTP: Access Management Service (guard).,None.,No observability.,P2,Not Started,Supplier-facing.
api/bids/supplier/lots/:tenderLotId/list,POST,BidController,getSupplierBidsByTenderLot,E-Procurement / Bids,Supplier bids for a specific tender lot.,Yes — AccessGuard (class-level),JWT + RBAC + supplier business ID,Medium,Supplier lot-specific bid view.,No — read-only,No,Yes,"supplier_business_id, tender_lot_id, trace_id",Supplier-scoped data.,No,,Yes,DB: Tender.Bids (find by supplier + tenderLotId). HTTP: Access Management Service (guard).,None.,No observability.,P2,Not Started,Supplier-facing.
api/bids/supplier/:bidId/revisions/list,POST,BidController,getSupplierBidRevisions,E-Procurement / Bids,Supplier's own bid revisions. Validates bid ownership.,Yes — AccessGuard (class-level),JWT + RBAC + ownership check,Low,Supplier revision history with ownership validation.,No — read-only,No,Yes,"bid_id, supplier_business_id, trace_id",Supplier-scoped data.,No,,No,"DB: Tender.Bids (read for ownership), Tender.BidRevisions (findAndCountAll). HTTP: Access Management Service (guard).",None.,No observability.,P3,Not Started,Supplier-facing.
