Endpoint,HTTP Method,Controller,Action/Method,Domain/Feature,Description,Authentication,Authorization,Criticality,Criticality Reason,Domain Event,Audit Required,Log Required,Important Log Fields,Sensitive Data,Metrics Required,Recommended Metrics,Trace Required,Dependencies,Existing Observability,Observability Gap,Priority,Migration Status,Notes
api/loan-applications,POST,LoanApplicationController,create,ECGF / Loan Applications,Creates or updates loan application. Validates representative via Profile Service. Finds PFI by TIN from JWT (security: ignores TIN in request body). Validates product in bundle mapping. Checks duplicate active applications. Handles draft/needMoreInfo updates with forApdate flag. Creates collaterals. Generates applicationCode (LOAN-xxx format).,Yes — AccessGuard (class-level),JWT + RBAC,Critical,"Direct loan application entry point for PFIs. Complex validation chain (PFI identity, product eligibility, duplicate checks). Financial data accuracy is critical. Security: TIN from JWT, not request body.",ecgf.loan_application_created,Yes,Yes,"application_code, institution_type, total_loan_amount, product_id, bundle_id, created_by, trace_id, span_id","TIN (from JWT), phoneNumber, email, totalLoanAmount, interestRate, collateral values",Yes,"ecgf_loan_application_total{operation=create, institution_type}",Yes,"DB: Loan.Applications (create/update), Loan.ApplicationCollateral (bulk create). HTTP: Profile Service (representative), Product Service (bundle/product), Access Management Service (guard).","LoggerService via Kafka logging.info. @Trace(), @Span().",No custom metrics. No institution type breakdown tracking.,P0,Not Started,Customer-facing: Yes (PFI users). Security: TIN validated from JWT via Profile Service.
api/loan-applications/:id/upload-files,PUT,LoanApplicationController,uploadApplicationFiles,ECGF / Loan Applications,"Uploads required documents (loanApplicationForm, creditMemo). Uses FileFieldsInterceptor with loanApplicationMulterFiles.",Yes — AccessGuard (class-level),JWT + RBAC,High,Document upload required before submission.,No — file upload,No,Yes,"application_id, document_types, trace_id","JWT token. Document contents (loan forms, credit memos).",Yes,ecgf_document_upload_duration_seconds{domain=loan_application},Yes,"DB: Loan.ApplicationDocuments. HTTP: File Management Service, Access Management Service (guard).",LoggerService via Kafka logging.info.,No file upload metrics.,P1,Not Started,Customer-facing: Yes.
api/loan-applications/submit,POST,LoanApplicationController,submit,ECGF / Loan Applications,"Validates required documents and collateral (UPI required for House/Plot types). Starts LOAN workflow (namespace=loan, entityType=LOAN_APPLICATION). For needMoreInfo status, resumes existing workflow instead. Status -> Submitted.",Yes — AccessGuard (class-level),JWT + RBAC,Critical,Submission triggers multi-step loan approval workflow. Collateral validation (UPI for real estate) is a compliance requirement. Workflow start vs resume logic based on application status.,ecgf.loan_application_submitted,Yes,Yes,"application_id, application_code, workflow_action (start|resume), trace_id",JWT token.,Yes,"ecgf_loan_application_submitted_total, ecgf_workflow_start_duration_seconds{namespace=loan}",Yes,DB: Loan.Applications (status update). HTTP: Workflow Service (start/resume instance). Outbox: LoanApplicationSubmitted.,LoggerService via Kafka logging.info.,No submission metrics. No workflow start/resume tracking.,P0,Not Started,"Customer-facing: Yes. Workflow namespace=loan, entityType=LOAN_APPLICATION."
api/loan-applications/all,POST,LoanApplicationController,getAll,ECGF / Loan Applications,Paginated list with filters.,Yes — AccessGuard (class-level),JWT + RBAC,Medium,Admin listing. Read-only.,No — read-only listing,No,Yes,"page, limit, filters, result_count, trace_id",JWT token.,No,,Yes,DB: Loan.Applications with includes. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No custom metrics.,P2,Not Started,
api/loan-applications/pfi-list,GET,LoanApplicationController,getPfiList,ECGF / Loan Applications,Returns approved PFIs with products (status=Approved). Used for PFI selection dropdown.,Yes — AccessGuard (class-level),JWT + RBAC,High,PFI dropdown used in loan application forms. Failure blocks new applications.,No — read-only,No,Yes,"search, result_count, trace_id",JWT token.,No,,Yes,DB: Application.FinancialInstitutionsApplications. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No custom metrics.,P2,Not Started,Customer-facing: Yes.
api/loan-applications/config,GET,LoanApplicationController,getConfig,ECGF / Loan Applications,"Returns static config: LOAN_ELIGIBILITY_SECTORS (12 sectors), LOAN_EXPENDITURE_CATEGORIES (CapEx/OpEx/Mixed), LOAN_ACTIVITY_TYPES (9 types).",Yes — AccessGuard (class-level),JWT + RBAC,Low,Static configuration data. No business logic.,No — static config,No,No,trace_id,JWT token.,No,,No,None (static data). HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No gaps for its purpose.,P3,Not Started,
api/loan-applications/:id/review,POST,LoanApplicationController,reviewApplication,ECGF / Loan Applications,"PFI reviewer action (Approve/Reject/Need More Info). Uses SELECT FOR UPDATE locking. Creates LoanApplicationReviewLog audit entry (action, comment, reviewerId, reviewerName, reviewerRole). Sends borrower notification via setImmediate (async, outside transaction).",Yes — AccessGuard (class-level),JWT + RBAC,Critical,PFI review decision determines loan application outcome. SELECT FOR UPDATE prevents concurrent reviews. Audit trail (LoanApplicationReviewLog) is compliance-critical. Notification sent asynchronously to borrower.,ecgf.loan_application_reviewed,Yes,Yes,"application_id, review_action (Approve|Reject|Need More Info), reviewer_id, reviewer_role, trace_id",JWT token. Review comment may contain sensitive assessment details.,Yes,"ecgf_loan_review_total{action=approve|reject|need_more_info}, ecgf_loan_review_duration_seconds",Yes,"DB: Loan.Applications (SELECT FOR UPDATE, status update), Loan.LoanApplicationReviewLogs (create). HTTP: Notification Service (async email), Access Management Service (guard).",LoggerService via Kafka logging.info.,"No review metrics. No audit trail metrics. Notification delivery not tracked (async, fire-and-forget).",P0,Not Started,Customer-facing: Yes (PFI reviewers). Audit via LoanApplicationReviewLogs table. Notification sent via setImmediate.
api/loan-applications/:id,GET,LoanApplicationController,getDetails,ECGF / Loan Applications,"Returns single loan application with documents, collateral, review logs.",Yes — AccessGuard (class-level),JWT + RBAC,High,Detail view for review. Includes audit trail (review logs).,No — read-only,No,Yes,"application_id, trace_id",JWT token. Response contains applicant PII and financial data.,No,,Yes,"DB: Loan.Applications with documents, collateral, review logs. HTTP: Access Management Service (guard).",LoggerService via Kafka logging.info.,No custom metrics.,P2,Not Started,
api/loan-applications/:id/rfi-response,PUT,LoanApplicationController,submitRfiResponse,ECGF / Loan Applications,Borrower responds to Need_More_Info. Uploads additional docs via AnyFilesInterceptor. Transitions to Resubmitted. Resumes workflow. Sends notification to operations.,Yes — AccessGuard (class-level),JWT + RBAC,High,Borrower response to information request. Resumes stalled workflow. File upload + status transition + workflow resume in one operation.,ecgf.loan_application_rfi_responded,Yes,Yes,"application_id, document_count, trace_id",JWT token. Additional documents.,Yes,ecgf_loan_rfi_response_total,Yes,"DB: Loan.Applications (status update), Loan.ApplicationDocuments (create). HTTP: File Management Service (upload), Workflow Service (resume), Notification Service (email). Outbox: LoanApplicationResubmitted.",LoggerService via Kafka logging.info.,No RFI response metrics. Workflow resume not tracked.,P1,Not Started,Customer-facing: Yes (borrowers). Multiple external calls in one handler.
api/claims/logs-in-default,GET,ClaimsController,getLogsInDefault,ECGF / Claims,"Gets PFI from user context via Profile Service. Finds approved LoGs for PFI. For each LoG, checks for defaulted loans (90+ pastDueDays from approved individual reports). Excludes LoGs with active claims. Returns eligible LoGs with outstanding amounts. Entry point for PFI claim submission.",Yes — AccessGuard (class-level),JWT + RBAC,High,"Determines which guarantees are eligible for claim submission based on loan default status. Complex business rules (90-455 day window). Multiple DB joins across guarantee letters, individual reports, and existing claims.",No — read-only eligibility check,No,Yes,"institution_id, eligible_log_count, total_outstanding, trace_id",JWT token. Outstanding loan amounts.,Yes,"ecgf_claims_eligible_logs_count, ecgf_claims_eligibility_check_duration_seconds",Yes,"DB: Guarantee.GuaranteeLetterDocuments, Guarantee.IndividualReportData, Guarantee.IndividualGuaranteeReports, Guarantee.GuaranteeClaims. HTTP: Profile Service, Access Management Service (guard).",Manual emitLog() to Kafka logging.info.,No eligibility check metrics. Complex multi-table query with no performance tracking.,P1,Not Started,Customer-facing: Yes (PFI users). Business rule: 90-455 pastDueDays window.
api/claims/log-references,GET,ClaimsController,getAllLogReferences,ECGF / Claims,Returns all LoG references for current user's PFI. Used in claim filters.,Yes — AccessGuard (class-level),JWT + RBAC,Low,Filter dropdown data. Read-only.,No — read-only,No,Yes,"result_count, trace_id",JWT token.,No,,No,DB: Guarantee.GuaranteeLetterDocuments. HTTP: Access Management Service (guard).,Manual emitLog().,No gaps for its purpose.,P3,Not Started,
api/claims/validate-log,POST,ClaimsController,validateLoG,ECGF / Claims,Validates LoG reference number. Finds GuaranteeLetterDocument. Validates linked GuaranteeApplication is Approved. Validates claim submission window: pastDueDays 90-455 days inclusive from approved reports only.,Yes — AccessGuard (class-level),JWT + RBAC,High,Pre-submission validation. Enforces business rules on claim eligibility. Prevents invalid claims from entering the system.,No — validation only,No,Yes,"log_reference, validation_result, past_due_days, trace_id",JWT token. LoG reference number.,No,,Yes,"DB: Guarantee.GuaranteeLetterDocuments, Guarantee.Applications, Guarantee.IndividualReportData. HTTP: Access Management Service (guard).",Manual emitLog().,No validation metrics.,P2,Not Started,"Customer-facing: Yes. Business rule: 90-455 pastDueDays window, approved reports only."
api/claims,GET,ClaimsController,getClaims,ECGF / Claims,"Role-based: business users see own claims (by pfiUserId from JWT), admins see all. Supports filters: status, dateRange, institutionName, logReferenceNumber, borrowerName. Resolves submitter names via Auth Service with 10-min in-memory cache.",Yes — AccessGuard (class-level),JWT + RBAC,Medium,Claims listing. Read-only with role-based access control.,No — read-only listing,No,Yes,"page, limit, filters, role, result_count, trace_id",JWT token. Financial data in claim records.,No,,Yes,"DB: Guarantee.GuaranteeClaims. HTTP: Auth Service (user name lookup, cached 10min), Access Management Service (guard).",Manual emitLog().,No custom metrics. Auth Service caching invisible.,P2,Not Started,Customer-facing: Yes.
api/claims/all,POST,ClaimsController,getAllClaims,ECGF / Claims,Returns all claims without user filtering. Any authenticated user gets all claims.,Yes — AccessGuard (class-level),JWT + RBAC,Medium,Unfiltered claims listing. No ownership check.,No — read-only,No,Yes,"result_count, trace_id",JWT token. Financial data.,No,,Yes,DB: Guarantee.GuaranteeClaims. HTTP: Access Management Service (guard).,Manual emitLog().,No access control beyond RBAC — any authenticated user sees all claims. Consider adding role-based filtering.,P2,Not Started,SECURITY NOTE: No ownership filtering — any authenticated user sees all claim data including financial amounts.
api/claims,POST,ClaimsController,createClaim,ECGF / Claims,"Validates LoG reference and claim submission window (90-455 pastDueDays). Checks no active claim exists. Validates 11 document types (pdf/xlsx/xls/jpg/jpeg/png, max 10MB). Uploads to File Management Service. Extracts immutable data from GuaranteeApplication. Fetches settlement account from PFI profile. Calculates guaranteeAmount = (outstandingPrincipal * coverageRate) / 100. Creates claim with CLM-YYYY-UUID format. Starts CLAIM workflow (namespace=claim, entityType=GUARANTEE_CLAIM). Sets workflowStage = 'Investment Analyst Review'.",Yes — AccessGuard (class-level),JWT + RBAC,Critical,"Claim submission initiates the guarantee payout process. Complex validation chain (LoG validity, time window, document completeness). Financial calculations (guarantee amount) must be exact. Starts multi-step claim review workflow. 11 document types with file validation. Multiple external service calls.",ecgf.claim_submitted,Yes,Yes,"claim_reference, log_reference, outstanding_principal, guarantee_amount, coverage_rate, document_count, workflow_instance_id, trace_id","outstandingPrincipal, guaranteeAmount, reportedBalance, claimAmount, paymentAccountNumber, paymentAccountName, paymentBankCode, coverageRate, settlement account details",Yes,"ecgf_claim_submitted_total, ecgf_claim_submission_duration_seconds, ecgf_claim_document_upload_duration_seconds",Yes,"DB: Guarantee.GuaranteeClaims (create), Guarantee.ClaimDocuments (bulk create), Guarantee.GuaranteeLetterDocuments, Guarantee.Applications, Guarantee.IndividualReportData. HTTP: File Management Service (11 doc types), Profile Service (settlement account), Workflow Service (start instance), Notification Service. HTTP: Access Management Service (guard).",Manual emitLog() to Kafka logging.info.,No claim submission metrics. No document upload tracking. No financial calculation audit. Critical multi-service transaction with no per-step observability.,P0,Not Started,"Customer-facing: Yes (PFI users). 11 document types: memoProjectFailure, callVisitReport, loanContract, signedLog, repaymentSchedule, recoveryActivities, guaranteeCommissionProof, securityPerfectionCertificate, otherDocuments, accountStatement, recoveryEvidence. Workflow namespace=claim."
api/claims/:claimReferenceId,PUT,ClaimsController,updateClaim,ECGF / Claims,Edit and resubmit claim. Allowed from submitted/resubmitted/needMoreInfo status. Recalculates guaranteeAmount. Replaces documents if new files provided. Sets status to resubmitted. Resumes workflow. Sends notification.,Yes — AccessGuard (class-level),JWT + RBAC,Critical,Claim resubmission with recalculated financial amounts. Workflow resume ensures review continues. Document replacement maintains audit trail.,ecgf.claim_resubmitted,Yes,Yes,"claim_reference, updated_fields, new_guarantee_amount, trace_id","Financial amounts, settlement account details, document contents.",Yes,ecgf_claim_resubmission_total,Yes,"DB: Guarantee.GuaranteeClaims (update), Guarantee.ClaimDocuments (replace). HTTP: File Management Service, Workflow Service (resume), Notification Service.",Manual emitLog().,No resubmission metrics. Financial recalculation not audited.,P0,Not Started,Customer-facing: Yes.
api/claims/:claimReferenceId/status,PUT,ClaimsController,updateClaimStatus,ECGF / Claims,Supports cancel/revoke. Only from submitted/resubmitted status. Requires reason (min 10 chars). Sends revocation notification.,Yes — AccessGuard (class-level),JWT + RBAC,High,Claim cancellation/revocation is a significant business action. Reason requirement ensures accountability.,ecgf.claim_status_changed,Yes,Yes,"claim_reference, new_status, reason, changed_by, trace_id",JWT token.,Yes,ecgf_claim_status_change_total{status=cancelled|revoked},Yes,"DB: Guarantee.GuaranteeClaims (status update). HTTP: Notification Service, Access Management Service (guard).",Manual emitLog().,No status change metrics.,P1,Not Started,Customer-facing: Yes. Reason min 10 chars.
api/claims/:claimReferenceId/workflow,GET,ClaimsController,getClaimWorkflow,ECGF / Claims,Gets workflow instance details by entityRef from Workflow Service.,Yes — AccessGuard (class-level),JWT + RBAC,Medium,Workflow status view. Read-only.,No — read-only,No,Yes,"claim_reference, workflow_status, trace_id",JWT token.,No,,Yes,HTTP: Workflow Service (getInstanceByEntityRef). HTTP: Access Management Service (guard).,Manual emitLog().,No custom metrics.,P3,Not Started,
api/claims/:claimReferenceId,GET,ClaimsController,getClaimByReference,ECGF / Claims,"Authorization check (own claims or admin). Adds coverageRate, productInfo, borrowerName to response.",Yes — AccessGuard (class-level),JWT + RBAC,High,Claim detail view with ownership check.,No — read-only,No,Yes,"claim_reference, trace_id","JWT token. Financial data, borrower info.",No,,Yes,DB: Guarantee.GuaranteeClaims. HTTP: Access Management Service (guard).,Manual emitLog().,No custom metrics.,P2,Not Started,
api/claims/:claimReferenceId/public,GET,ClaimsController,getClaimByReferencePublic,ECGF / Claims,No ownership check. Any authenticated user can view claim details.,Yes — AccessGuard (class-level),JWT + RBAC,Medium,Public claim view without ownership filtering.,No — read-only,No,Yes,"claim_reference, trace_id",JWT token. Financial data exposed without ownership check.,No,,Yes,DB: Guarantee.GuaranteeClaims. HTTP: Access Management Service (guard).,Manual emitLog().,SECURITY: No ownership filtering — any authenticated user sees claim financial data.,P2,Not Started,SECURITY NOTE: No ownership check on claim detail including financial amounts.
api/individual-reports/check-eligibility,GET,IndividualReportsController,checkEligibility,ECGF / Individual Reports,Checks if PFI is eligible for GFA reports. Migrated PFIs skip GFA check. Non-migrated need GFA documents.,Yes — AccessGuard (class-level),JWT + RBAC,Medium,Pre-submission eligibility check.,No — validation only,No,Yes,"institution_id, is_eligible, is_migrated, trace_id",JWT token.,No,,Yes,"DB: Guarantee.GfaDocuments, Application.FinancialInstitutionsApplications. HTTP: Access Management Service (guard).",LoggerService via Kafka logging.info.,No custom metrics.,P3,Not Started,Customer-facing: Yes (PFI users).
api/individual-reports/template,GET,IndividualReportsController,downloadTemplate,ECGF / Individual Reports,Builds Excel template with UNIFIED_REPORT_COLUMNS. Pre-fills active LoG references and application data. Includes ECGF-only columns conditionally. Pre-fills persisted values from previous submissions. Returns Excel buffer (binary download).,Yes — AccessGuard (class-level),JWT + RBAC,High,Template generation drives the reporting workflow. Pre-filled data must be accurate — incorrect LoG references or amounts lead to invalid submissions. ExcelJS processing can be memory-intensive for large portfolios.,No — template generation,No,Yes,"institution_id, log_count, pre_filled_rows, trace_id","JWT token. Pre-filled LoG references, application data, outstanding amounts.",Yes,ecgf_report_template_generation_duration_seconds,Yes,"DB: Guarantee.GuaranteeLetterDocuments, Guarantee.Applications, Guarantee.IndividualReportData. HTTP: Access Management Service (guard).",LoggerService via Kafka logging.info.,No template generation metrics. Memory usage not tracked for large Excel files.,P1,Not Started,Customer-facing: Yes. Uses ExcelJS for binary Excel generation.
api/individual-reports/validate,POST,IndividualReportsController,validateReport,ECGF / Individual Reports,"Validates uploaded Excel file. Detects columns from headers. Validates each row against column type requirements. Returns validation results without persisting. File: max 10MB, xlsx only.",Yes — AccessGuard (class-level),JWT + RBAC,Medium,Pre-submission validation. No data persistence.,No — validation only,No,Yes,"file_name, file_size, row_count, validation_errors[], trace_id",JWT token. Report data (loan performance details).,Yes,ecgf_report_validation_duration_seconds,Yes,HTTP: Access Management Service (guard). File processing (ExcelJS in-memory).,LoggerService via Kafka logging.info.,No validation metrics. ExcelJS processing duration not tracked.,P2,Not Started,Customer-facing: Yes. Max file size: 10MB. Only xlsx accepted.
api/individual-reports/submit,POST,IndividualReportsController,submitReport,ECGF / Individual Reports,"Checks GFA eligibility. Validates file. Uploads to file server. Creates IndividualGuaranteeReport (referenceId=IND-GR-xxx, status=SUBMITTED). Parses and stores report data with upsert on (reportId + applicationId + logReference). Starts GUARANTEE workflow (entityType=INDIVIDUAL_GUARANTEE_REPORT).",Yes — AccessGuard (class-level),JWT + RBAC,Critical,Individual guarantee reports are the foundation for claim eligibility assessment. pastDueDays data from these reports determines if a claim can be submitted. File upload + data parsing + workflow start in one operation.,ecgf.individual_report_submitted,Yes,Yes,"report_reference, institution_id, row_count, workflow_instance_id, trace_id","JWT token. Loan performance data (pastDueDays, outstanding amounts, borrower details).",Yes,"ecgf_individual_report_submitted_total, ecgf_report_processing_duration_seconds, ecgf_workflow_start_duration_seconds{entity_type=INDIVIDUAL_GUARANTEE_REPORT}",Yes,"DB: Guarantee.IndividualGuaranteeReports (create), Guarantee.IndividualReportData (bulk upsert). HTTP: File Management Service, Workflow Service (start instance), Access Management Service (guard).",LoggerService via Kafka logging.info.,No submission metrics. No data parsing duration tracking. Critical for downstream claim eligibility.,P0,Not Started,Customer-facing: Yes (PFI users). Data drives claim eligibility (pastDueDays). Workflow namespace=guarantee.
api/individual-reports/submit-consolidated,POST,IndividualReportsController,submitConsolidatedReport,ECGF / Individual Reports,"Complex multi-PFI processing. Parses Excel, groups by LoG reference -> PFI. Batch lookups PFIs. Validates user authorization per PFI. Creates separate isolated Excel workbooks per PFI (data isolation). Creates separate IndividualGuaranteeReport per PFI in single transaction. Starts workflows post-commit. Returns 207 Multi-Status with skipped PFIs and excluded rows.",Yes — AccessGuard (class-level),JWT + RBAC,Critical,Most complex endpoint in the module (~2189-line service). Multi-PFI data isolation is critical — one PFI must not see another's loan data. Transaction + post-commit workflow start pattern. Partial success (207) handling. Memory-intensive Excel processing.,ecgf.consolidated_report_submitted,Yes,Yes,"total_pfis, reports_created, rows_processed, rows_excluded, skipped_pfis[], trace_id",JWT token. Multi-PFI loan performance data. PFI identity cross-references.,Yes,"ecgf_consolidated_report_total, ecgf_consolidated_report_pfis_processed, ecgf_consolidated_report_duration_seconds, ecgf_consolidated_report_rows_excluded",Yes,"DB: Guarantee.IndividualGuaranteeReports (multi-create in transaction), Guarantee.IndividualReportData (bulk upserts). HTTP: File Management Service, Workflow Service (multiple start calls), Profile Service (batch PFI lookups), Access Management Service (guard).",LoggerService via Kafka logging.info.,No consolidated report metrics. No per-PFI processing tracking. No data isolation verification logging. 207 Multi-Status responses not tracked.,P0,Not Started,Customer-facing: Yes. Returns 207 Multi-Status. Most complex endpoint in ECGF. Data isolation between PFIs is critical.
api/individual-reports/:reportId,PUT,IndividualReportsController,updateReport,ECGF / Individual Reports,"Allows update when status is NEED_MORE_INFO or SUBMITTED. Re-validates, re-uploads, deletes old data, re-parses. Sets status to RESUBMITTED. Resumes workflow.",Yes — AccessGuard (class-level),JWT + RBAC,High,Report resubmission replaces all data — destructive update (deletes old report data). Workflow resume ensures review continues.,ecgf.individual_report_resubmitted,Yes,Yes,"report_id, row_count, trace_id",JWT token. Loan performance data.,Yes,ecgf_individual_report_resubmitted_total,Yes,"DB: Guarantee.IndividualGuaranteeReports (update), Guarantee.IndividualReportData (delete + re-create). HTTP: File Management Service, Workflow Service (resume), Access Management Service (guard).",LoggerService via Kafka logging.info.,No resubmission metrics. Destructive data replacement not audited.,P1,Not Started,Customer-facing: Yes. Destructive update — deletes old report data before re-creating.
api/individual-reports/all,POST,IndividualReportsController,getAllReports,ECGF / Individual Reports,"Paginated with filters (status, institutionId, dateRange, institutionName search).",Yes — AccessGuard (class-level),JWT + RBAC,Medium,Admin listing. Read-only.,No — read-only listing,No,Yes,"page, limit, filters, result_count, trace_id",JWT token.,No,,Yes,DB: Guarantee.IndividualGuaranteeReports with includes. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No custom metrics.,P2,Not Started,
api/individual-reports/:id,GET,IndividualReportsController,getReportDetails,ECGF / Individual Reports,Returns single report with all report data rows and institution details.,Yes — AccessGuard (class-level),JWT + RBAC,Medium,Report detail view. Read-only.,No — read-only,No,Yes,"report_id, trace_id",JWT token. Loan performance data in report rows.,No,,Yes,DB: Guarantee.IndividualGuaranteeReports with IndividualReportData. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No custom metrics.,P3,Not Started,
api/individual-reports/:id/download,GET,IndividualReportsController,downloadReport,ECGF / Individual Reports,"Returns Excel file. Access control: PFI can only download own reports, admins any. Fetches file from stored URL.",Yes — AccessGuard (class-level),JWT + RBAC,Medium,File download with ownership check.,No — file download,No,Yes,"report_id, requester_role, trace_id",JWT token.,No,,Yes,"DB: Guarantee.IndividualGuaranteeReports. HTTP: File retrieval, Access Management Service (guard).",LoggerService via Kafka logging.info.,No download tracking.,P3,Not Started,Customer-facing: Yes (PFI users).
api/individual-reports/my-reports,POST,IndividualReportsController,getMyReports,ECGF / Individual Reports,Filtered by user's PFI. Returns reports submitted by current user's institution.,Yes — AccessGuard (class-level),JWT + RBAC,Medium,PFI self-service view.,No — read-only,No,Yes,"institution_id, result_count, trace_id",JWT token.,No,,Yes,DB: Guarantee.IndividualGuaranteeReports. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No custom metrics.,P3,Not Started,Customer-facing: Yes.
api/guarantees/active,GET,RestructuringController,getActiveGuarantees,ECGF / Restructuring,"Returns active, non-expired letters of guarantee with restructuring eligibility. Blocked if active restructure exists (status in submitted/underReview/approved). Includes PFI name.",Yes — AccessGuard (class-level),JWT + RBAC,High,Entry point for restructuring workflow. Business rules determine eligibility.,No — read-only eligibility check,No,Yes,"eligible_count, trace_id",JWT token. Guarantee coverage details.,No,,Yes,"DB: Guarantee.LettersOfGuarantee, Guarantee.GuaranteeRestructurings, Application.FinancialInstitutionsApplications. HTTP: Access Management Service (guard).",LoggerService via Kafka logging.info.,No eligibility metrics.,P2,Not Started,Customer-facing: Yes (PFI users).
api/guarantees/:logReference/restructuring-form,GET,RestructuringController,getRestructuringForm,ECGF / Restructuring,"Returns form defaults: coverageRate, expiryDate, borrowerName, paymentFrequencyOptions (Monthly/Quarterly/Semester/Bullet).",Yes — AccessGuard (class-level),JWT + RBAC,Low,Form pre-fill data. Read-only.,No — read-only,No,Yes,"log_reference, trace_id",JWT token.,No,,No,DB: Guarantee.LettersOfGuarantee. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No gaps for its purpose.,P3,Not Started,
api/guarantees/:logReference/restructuring,POST,RestructuringController,createRestructuring,ECGF / Restructuring,"Validates active LoG. Enforces no active restructure exists. Validates supporting documents (size, mime, extension). Calculates revisedGuaranteedAmount = newLoanAmount * (revisedCoverageRate / 100). Creates with RST-YYYY-UUID reference. Creates document records. Starts GUARANTEE workflow (entityType=GUARANTEE_RESTRUCTURE). Sends notification.",Yes — AccessGuard (class-level),JWT + RBAC,Critical,Guarantee restructuring changes the terms of an active guarantee. Financial recalculation (revised guaranteed amount) must be accurate. Starts multi-step approval workflow. Compliance-critical operation.,ecgf.guarantee_restructuring_submitted,Yes,Yes,"restructuring_reference, log_reference, new_loan_amount, revised_coverage_rate, revised_guaranteed_amount, workflow_instance_id, trace_id","newLoanAmount, revisedInterestRate, revisedCoverageRate, revisedGuaranteedAmount, payment details.",Yes,"ecgf_restructuring_submitted_total, ecgf_restructuring_duration_seconds",Yes,"DB: Guarantee.GuaranteeRestructurings (create), Guarantee.GuaranteeRestructuringDocuments (create). HTTP: Workflow Service (start), Notification Service, Access Management Service (guard).",LoggerService via Kafka logging.info.,No restructuring metrics. Financial recalculation not audited.,P0,Not Started,"Customer-facing: Yes. Workflow namespace=guarantee, entityType=GUARANTEE_RESTRUCTURE. Reason min 10 chars."
api/guarantees/restructuring,GET,RestructuringController,getRestructurings,ECGF / Restructuring,Paginated. CGF users (admin/CGF Officer/CGF Manager roles) see all; others see own (by pfiUserId).,Yes — AccessGuard (class-level),JWT + RBAC,Medium,Restructuring listing with role-based access.,No — read-only,No,Yes,"role, result_count, trace_id",JWT token.,No,,Yes,DB: Guarantee.GuaranteeRestructurings. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No custom metrics.,P3,Not Started,
api/guarantees/restructuring/:referenceId,GET,RestructuringController,getRestructuringDetail,ECGF / Restructuring,Returns restructuring with documents and LoG details. Same role-based access as list.,Yes — AccessGuard (class-level),JWT + RBAC,Medium,Restructuring detail view.,No — read-only,No,Yes,"restructuring_reference, trace_id",JWT token. Financial restructuring details.,No,,Yes,DB: Guarantee.GuaranteeRestructurings with documents and LoG. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No custom metrics.,P3,Not Started,
api/external/bank-info/all,POST,ExternalApiController,fetchBankInfo,ECGF / External API,Paginated list of bank information. Filters by status (default Active) and bankClassification (default SACCO). Exposed for external consumers via API key.,Yes — ApiKeyGuard,API Key via x-api-key header,Medium,External-facing bank info endpoint for partner systems.,No — read-only,No,Yes,"classification_filter, status_filter, result_count, trace_id",API key in x-api-key header.,No,,Yes,DB: BankInfo. No external calls.,LoggerService via Kafka logging.info.,No custom metrics. API key usage not tracked.,P2,Not Started,"External-facing. Uses ApiKeyGuard, not JWT."
api/external/bank-info/details,POST,ExternalApiController,fetchBankInfoDetails,ECGF / External API,Returns single bank info by legalCode or bankCode. Validates bank is Active.,Yes — ApiKeyGuard,API Key via x-api-key header,Medium,External-facing single bank lookup.,No — read-only,No,Yes,"legal_code, bank_code, trace_id",API key. Bank financial codes.,No,,Yes,DB: BankInfo. No external calls.,LoggerService via Kafka logging.info.,No custom metrics.,P3,Not Started,External-facing.
api/external/applications/disbursed,GET,ExternalApiController,getDisbursedApplications,ECGF / External API,"Returns disbursed loan applications with land data. Joins BankInfoStatus (DISBURSED) with Application, Applicant, ApplicationDetail. Enriches with ESRI/Land Center data (landSize, district, sector, cell). Cached 5min in Redis.",Yes — ApiKeyGuard,API Key via x-api-key header,High,External reporting endpoint. Enriches with geospatial land data from ESRI/Land Center services. Redis caching (5min TTL). Multiple external service dependencies.,No — read-only,No,Yes,"result_count, page, limit, filters, esri_cache_hits, trace_id","API key. Applicant names, UPI (land parcel ID), loan/disbursement amounts.",Yes,"ecgf_external_disbursed_duration_seconds, ecgf_esri_lookup_total{cache=hit|miss}",Yes,"DB: Application tables (multi-join). HTTP: ESRI Service (cached 5min), Land Center Service (cached 5min).",LoggerService via Kafka logging.info.,No ESRI/Land Center latency metrics. No cache hit/miss tracking. External service failures invisible.,P1,Not Started,External-facing. ESRI + Land Center with Redis cache (5min TTL). Uses ApiKeyGuard.
